Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Overall_Satisfaction,Satisfaction_Level,Feedback_Comment,Sentiment_Score,Sentiment_Label,TB_Polarity,TB_Subjectivity,TB_Sentiment_Label
958,10,10,5,8,5,10,7,8,7.875,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
356,7,3,7,6,4,2,1,10,5.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
793,10,9,6,4,7,6,8,3,6.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
771,8,7,6,4,8,7,3,2,5.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
452,5,6,7,9,7,8,6,1,6.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
72,8,7,7,3,4,1,4,7,5.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
710,7,2,6,5,7,7,6,10,6.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
980,6,3,7,1,5,4,9,4,4.875,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
145,6,8,4,6,1,3,2,7,4.625,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
960,6,9,6,1,3,3,5,8,5.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
660,5,7,7,3,10,3,3,4,5.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
987,9,10,7,8,7,3,8,7,7.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
534,9,5,7,5,2,6,10,8,6.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
858,9,5,5,3,2,2,7,7,5.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
324,10,5,5,2,2,5,7,6,5.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
884,7,4,7,10,5,1,7,4,5.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
611,8,9,5,3,9,5,8,3,6.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
136,8,6,7,10,9,9,2,3,6.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
705,9,3,6,3,3,5,1,2,4.0,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
991,7,4,5,8,9,8,5,1,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
676,9,8,5,7,4,10,2,6,6.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
769,9,8,8,8,1,1,8,5,6.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
246,7,10,8,8,4,10,3,8,7.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
644,9,6,8,2,7,6,4,6,6.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
263,7,9,4,7,9,8,10,7,7.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
476,9,4,6,4,8,6,4,10,6.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
697,7,7,6,1,8,10,5,2,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
95,7,2,5,5,9,6,8,3,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
688,8,6,7,5,6,1,4,10,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
633,8,2,4,7,4,6,7,4,5.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
241,8,3,8,8,10,1,8,6,6.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
524,9,8,4,6,10,1,9,10,7.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
504,9,4,5,6,6,1,7,10,6.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
417,9,6,7,9,5,1,7,2,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
554,6,6,8,2,4,6,4,10,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
656,6,2,7,2,5,6,9,9,5.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
19,10,4,6,3,9,10,9,3,6.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
275,8,5,4,9,5,5,8,10,6.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
478,5,10,7,6,8,7,3,9,6.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
132,6,9,5,8,10,3,2,10,6.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
515,8,3,5,10,3,4,9,4,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
44,8,9,5,3,6,9,4,9,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
388,6,10,4,5,6,4,4,9,6.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
204,8,7,6,3,3,10,3,6,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
338,5,2,4,6,9,10,9,4,6.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
619,8,7,6,4,3,9,3,8,6.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
205,8,4,4,2,1,7,9,7,5.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
39,7,3,7,10,6,4,8,2,5.875,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
53,5,8,5,1,10,8,5,7,6.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
58,9,3,7,1,2,3,10,7,5.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
157,9,6,8,2,8,4,4,3,5.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
28,8,6,6,9,9,9,4,7,7.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
833,8,6,7,7,7,9,10,9,7.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
252,8,9,4,6,10,2,7,5,6.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
658,8,5,6,7,10,4,6,4,6.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
179,6,3,7,6,2,6,5,2,4.625,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
851,9,6,4,10,2,1,3,10,5.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
809,7,8,7,5,10,2,8,8,6.875,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
330,7,7,5,7,9,10,2,2,6.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
94,10,10,4,7,8,2,4,4,6.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
826,10,5,7,2,8,7,10,5,6.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
227,9,3,6,4,7,4,4,7,5.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
1000,9,8,5,4,10,7,7,10,7.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
114,10,9,7,1,8,4,4,2,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
251,5,9,6,9,6,4,5,2,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
613,5,6,6,3,9,4,2,9,5.5,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
101,10,5,6,6,9,8,10,3,7.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
871,7,8,7,10,10,7,2,2,6.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
551,6,3,5,7,3,1,9,10,5.5,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
931,6,5,7,3,6,5,6,10,6.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
49,8,7,8,8,1,1,8,3,5.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
512,5,10,7,9,9,9,6,9,8.0,High,The course was excellent and the teacher explained everything clearly!,0.7712,Positive,0.5625,0.6916666666666667,Positive
261,9,9,7,7,4,10,5,9,7.5,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
754,6,9,4,4,3,10,2,10,6.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
345,8,2,8,9,10,10,9,5,7.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
970,10,9,5,7,6,7,4,7,6.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
990,6,9,6,4,9,5,10,8,7.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
911,6,4,4,10,9,4,7,2,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
909,9,8,5,9,5,6,9,7,7.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
817,6,5,7,10,10,4,6,6,6.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
733,10,10,5,1,4,1,3,4,4.75,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
626,7,9,5,4,9,4,3,1,5.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
292,7,9,8,1,5,4,7,4,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
82,5,10,8,4,4,10,5,5,6.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
355,10,8,5,6,5,10,1,8,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
948,9,5,4,7,9,3,5,7,6.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
341,9,4,4,4,7,5,5,8,5.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
952,7,9,5,7,8,8,10,5,7.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
711,7,3,4,6,3,7,6,4,5.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
635,7,3,8,6,7,4,10,5,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
850,5,8,7,4,8,7,8,6,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
716,6,3,7,9,2,3,3,6,4.875,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
627,10,2,4,1,6,5,9,5,5.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
661,6,10,4,3,8,2,7,6,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
877,8,9,4,5,10,10,10,2,7.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
177,8,2,6,2,8,1,9,9,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
322,8,10,7,3,3,3,1,5,5.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
914,9,2,4,2,4,2,2,9,4.25,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
486,10,9,5,1,4,10,6,9,6.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
723,6,10,5,3,10,3,6,4,5.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
105,9,10,5,1,3,1,1,2,4.0,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
52,6,10,4,1,7,3,10,2,5.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
436,9,9,4,10,1,10,10,2,6.875,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
829,6,9,5,3,2,2,10,9,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
753,5,10,8,7,5,10,9,7,7.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
130,7,9,5,9,3,2,5,4,5.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
91,6,5,4,2,5,8,3,3,4.5,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
590,10,3,4,4,9,9,6,2,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
965,10,3,4,5,10,3,7,3,5.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
99,8,9,6,2,2,3,10,6,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
912,7,10,7,10,2,7,5,7,6.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
395,9,6,8,2,7,9,8,10,7.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
923,6,3,5,6,9,4,10,3,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
499,7,9,8,3,5,1,5,2,5.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
115,5,5,7,1,3,8,1,10,5.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
815,5,9,6,6,2,9,5,3,5.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
570,10,10,6,8,9,2,8,10,7.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
825,9,7,8,1,3,2,9,3,5.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
620,9,5,8,2,8,10,8,8,7.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
175,10,9,8,2,1,6,7,2,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
358,5,7,4,3,3,10,3,4,4.875,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
191,7,4,5,2,5,10,4,7,5.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
492,6,5,8,10,3,8,3,2,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
529,9,6,6,1,4,10,1,7,5.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
389,5,5,8,6,2,3,5,7,5.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
878,6,5,8,4,10,3,9,10,6.875,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
368,7,9,8,3,2,7,4,1,5.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
122,7,5,5,3,9,6,9,2,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
332,9,2,7,2,8,7,4,10,6.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
303,7,4,5,4,7,2,1,6,4.5,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
336,8,10,4,5,6,7,2,3,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
588,6,6,4,10,10,10,3,9,7.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
609,10,9,4,4,1,5,9,10,6.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
920,10,6,7,10,10,2,4,2,6.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
370,9,4,7,10,1,10,2,7,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
405,10,2,5,5,5,1,4,6,4.75,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
779,10,8,6,3,8,8,7,8,7.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
962,10,6,4,5,1,7,1,10,5.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
268,10,6,5,9,9,1,8,6,6.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
625,10,7,6,7,9,6,3,3,6.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
217,8,9,8,3,8,5,5,5,6.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
479,10,10,4,6,5,9,2,3,6.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
500,9,5,8,4,2,2,5,1,4.5,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
409,8,9,7,3,10,4,6,1,6.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
546,7,7,5,1,9,8,1,1,4.875,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
967,5,5,8,8,1,9,8,5,6.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
343,8,4,7,1,10,8,2,6,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
639,7,4,7,7,6,10,5,7,6.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
402,6,8,6,9,4,8,5,7,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
617,5,7,5,4,7,1,10,6,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
349,6,8,8,2,9,9,2,8,6.5,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
994,8,5,5,2,5,5,9,5,5.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
279,5,10,7,1,4,4,9,4,5.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
926,10,7,5,1,1,6,6,1,4.625,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
816,10,8,5,9,2,7,9,3,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
765,8,7,8,5,7,7,7,7,7.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
160,10,6,5,4,2,10,4,7,6.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
606,8,3,8,1,6,4,8,9,5.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
602,5,3,6,2,8,10,3,1,4.75,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
893,10,6,8,1,1,10,1,3,5.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
810,9,6,7,3,5,9,10,5,6.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
802,8,2,6,6,3,8,7,7,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
162,6,2,5,2,10,2,8,8,5.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
449,5,7,8,9,3,2,7,10,6.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
463,7,8,7,8,1,4,4,1,5.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
41,5,3,5,9,3,1,8,8,5.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
838,6,3,6,8,7,1,8,8,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
703,10,7,8,3,4,7,9,8,7.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
490,9,2,6,10,9,8,2,4,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
906,7,7,8,4,5,2,4,5,5.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
174,7,3,6,7,10,10,2,3,6.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
4,5,8,5,7,10,7,3,1,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
161,6,7,8,3,5,10,6,4,6.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
31,5,4,5,9,9,2,4,1,4.875,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
623,6,4,6,6,10,10,3,9,6.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
818,10,5,4,9,2,6,2,6,5.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
60,5,6,5,3,1,7,5,3,4.375,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
384,6,2,7,9,4,4,2,8,5.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
971,7,6,7,4,6,6,7,9,6.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
427,7,3,7,2,9,8,8,7,6.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
431,10,9,4,3,3,9,4,1,5.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
408,6,5,4,7,1,8,6,7,5.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
577,10,7,4,10,7,2,5,1,5.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
803,6,10,8,5,6,5,6,7,6.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
273,9,3,7,1,5,3,8,4,5.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
